session,true_distance_m,sample_n,t_ms,d_mm,q_dbm
1,1.0,359,601386,1220,-93.0
1,1.0,360,601483,1215,-93.0
1,1.0,361,601532,1243,-93.0
1,1.0,362,601581,1206,-93.0
1,1.0,363,601629,1248,-93.0
1,1.0,364,601699,1206,-93.0
1,1.0,365,601770,1215,-93.0
1,1.0,366,601853,1229,-93.0
1,1.0,367,601960,1243,-93.0
1,1.0,368,602030,1173,-93.0
1,1.0,369,602136,1201,-93.0
1,1.0,370,602253,1187,-93.0
1,1.0,371,602357,1225,-93.0
1,1.0,372,602485,1192,-93.0
1,1.0,373,602612,1192,-93.0
1,1.0,374,602716,1178,-93.0
1,1.0,375,602833,1239,-93.0
1,1.0,376,602939,1248,-93.0
1,1.0,377,603022,1234,-93.0
1,1.0,378,603192,1229,-93.0
1,1.0,379,603262,1229,-93.0
1,1.0,380,603346,1201,-93.0
1,1.0,381,603651,1267,-93.0
1,1.0,382,603734,1243,-93.0
1,1.0,383,603840,1178,-94.0
1,1.0,384,603888,1192,-93.0
1,1.0,385,603937,1229,-93.0
1,1.0,386,603986,1215,-93.0
1,1.0,387,604056,1220,-93.0
1,1.0,388,604139,1206,-93.0
1,1.0,389,604230,1201,-93.0
1,1.0,390,604487,1192,-93.0
1,1.0,391,604710,1257,-93.0
1,1.0,392,604780,1248,-93.0
1,1.0,393,604850,1215,-93.0
1,1.0,394,604990,1220,-93.0
1,1.0,395,605212,1168,-93.0
1,1.0,396,605329,1243,-93.0
1,1.0,397,605412,1243,-93.0
1,1.0,398,605460,1196,-93.0
1,1.0,399,605509,1239,-93.0
1,1.0,400,605577,1243,-93.0
1,1.0,401,605626,1206,-93.0
1,1.0,402,605709,1220,-93.0
1,1.0,403,605850,1201,-93.0
1,1.0,404,605991,1248,-93.0
1,1.0,405,606061,1229,-93.0
1,1.0,406,606144,1215,-93.0
1,1.0,407,606214,1234,-93.0
1,1.0,408,606297,1239,-94.0
1,1.0,409,606380,1253,-93.0
1,1.0,410,606463,1253,-93.0
1,1.0,411,606511,1178,-93.0
1,1.0,412,606580,1286,-93.0
1,1.0,413,606713,1220,-93.0
1,1.0,414,606796,1267,-93.0
1,1.0,415,607053,1243,-93.0
1,1.0,416,607123,1210,-94.0
1,1.0,417,607193,1187,-93.0
1,1.0,418,607276,1206,-93.0
1,1.0,419,607359,1243,-93.0
1,1.0,420,607429,1267,-93.0
1,1.0,421,607536,1253,-93.0
1,1.0,422,607844,1210,-93.0
1,1.0,423,607914,1220,-93.0
1,1.0,424,607984,1220,-93.0
1,1.0,425,608091,1225,-93.0
1,1.0,426,608161,1206,-93.0
1,1.0,427,608244,1196,-93.0
1,1.0,428,608327,1229,-93.0
1,1.0,429,608410,1192,-93.0
1,1.0,430,608458,1257,-93.0
1,1.0,431,608507,1210,-93.0
1,1.0,432,608556,1192,-93.0
1,1.0,433,608605,1267,-93.0
1,1.0,434,608711,1234,-93.0
1,1.0,435,608828,1234,-93.0
1,1.0,436,608969,1206,-93.0
1,1.0,437,609052,1248,-93.0
1,1.0,438,609101,1210,-93.0
1,1.0,439,609150,1257,-93.0
1,1.0,440,609198,1248,-93.0
1,1.0,441,609247,1192,-93.0
1,1.0,442,609296,1210,-93.0
1,1.0,443,609344,1206,-93.0
1,1.0,444,609393,1239,-93.0
1,1.0,445,609442,1239,-93.0
1,1.0,446,609490,1243,-93.0
1,1.0,447,609539,1239,-93.0
1,1.0,448,609636,1159,-93.0
1,1.0,449,609719,1225,-93.0
1,1.0,450,609802,1239,-93.0
1,1.0,451,609850,1206,-93.0
1,1.0,452,609899,1276,-93.0
1,1.0,453,609948,1239,-93.0
1,1.0,454,609996,1196,-93.0
1,1.0,455,610045,1248,-93.0
1,1.0,456,610103,1154,-93.0
1,1.0,457,610152,1281,-93.0
1,1.0,458,610200,1229,-93.0
1,1.0,459,610249,1257,-93.0
1,1.0,460,610298,1262,-93.0
1,1.0,461,610395,1234,-93.0
1,1.0,462,610444,1243,-93.0
1,1.0,463,610492,1248,-93.0
1,1.0,464,610541,1210,-93.0
1,1.0,465,610604,1140,-93.0
1,1.0,466,610653,1225,-93.0
1,1.0,467,610701,1239,-93.0
1,1.0,468,610750,1239,-93.0
1,1.0,469,610799,1234,-93.0
1,1.0,470,610882,1253,-93.0
1,1.0,471,611084,1234,-94.0
1,1.0,472,611132,1257,-93.0
1,1.0,473,611181,1196,-93.0
1,1.0,474,611230,1243,-93.0
1,1.0,475,611300,1248,-93.0
1,1.0,476,611383,1262,-93.0
1,1.0,477,611466,1267,-93.0
1,1.0,478,611549,1229,-93.0
1,1.0,479,611606,1182,-93.0
1,1.0,480,611655,1229,-93.0
1,1.0,481,611703,1234,-93.0
1,1.0,482,611752,1206,-93.0
1,1.0,483,611801,1243,-93.0
1,1.0,484,611871,1248,-93.0
1,1.0,485,612060,1229,-93.0
1,1.0,486,612167,1220,-93.0
1,1.0,487,612215,1196,-93.0
1,1.0,488,612264,1248,-93.0
1,1.0,489,612313,1262,-93.0
1,1.0,490,612361,1196,-93.0
1,1.0,491,612578,1248,-93.0
1,1.0,492,612648,1225,-93.0
1,1.0,493,612718,1187,-93.0
1,1.0,494,612788,1243,-93.0
1,1.0,495,612871,1215,-93.0
1,1.0,496,612954,1215,-93.0
1,1.0,497,613024,1206,-93.0
1,1.0,498,613117,1257,-93.0
1,1.0,499,613200,1271,-93.0
1,1.0,500,613306,1229,-93.0
