session,true_distance_m,sample_n,t_ms,d_mm,q_dbm
1,1.0,164,54186,1201,-92.0
1,1.0,165,54269,1131,-92.0
1,1.0,166,54339,1229,-92.0
1,1.0,167,54409,1149,-92.0
1,1.0,168,54479,1178,-93.0
1,1.0,169,54586,1215,-92.0
1,1.0,170,54669,1182,-92.0
1,1.0,171,54739,1178,-92.0
1,1.0,172,54824,1187,-92.0
1,1.0,173,54894,1225,-92.0
1,1.0,174,55071,1220,-92.0
1,1.0,175,55154,1154,-93.0
1,1.0,176,55224,1159,-92.0
1,1.0,177,55478,1178,-92.0
1,1.0,178,55561,1206,-92.0
1,1.0,179,55631,1215,-92.0
1,1.0,180,55771,1145,-92.0
1,1.0,181,55841,1206,-92.0
1,1.0,182,56053,1182,-92.0
1,1.0,183,56157,1173,-93.0
1,1.0,184,56261,1187,-92.0
1,1.0,185,56331,1215,-92.0
1,1.0,186,56415,1187,-92.0
1,1.0,187,56521,1182,-92.0
1,1.0,188,56604,1239,-92.0
1,1.0,189,56652,1262,-92.0
1,1.0,190,56701,1206,-93.0
1,1.0,191,56750,1220,-92.0
1,1.0,192,56801,1192,-92.0
1,1.0,193,56849,1178,-92.0
1,1.0,194,56956,1234,-93.0
1,1.0,195,57026,1248,-92.0
1,1.0,196,57096,1243,-92.0
1,1.0,197,57179,1196,-92.0
1,1.0,198,57249,1196,-92.0
1,1.0,199,57336,1196,-92.0
1,1.0,200,57406,1201,-92.0
1,1.0,201,57489,1257,-92.0
1,1.0,202,57559,1234,-92.0
1,1.0,203,57629,1210,-92.0
1,1.0,204,57699,1225,-93.0
1,1.0,205,57769,1187,-92.0
1,1.0,206,57876,1192,-92.0
1,1.0,207,58053,1229,-92.0
1,1.0,208,58123,1187,-92.0
1,1.0,209,58193,1196,-92.0
1,1.0,210,58300,1196,-93.0
1,1.0,211,58370,1257,-92.0
1,1.0,212,58440,1253,-92.0
1,1.0,213,58523,1248,-92.0
1,1.0,214,58593,1215,-92.0
1,1.0,215,58663,1173,-92.0
1,1.0,216,58733,1187,-92.0
1,1.0,217,58932,1229,-92.0
1,1.0,218,59002,1210,-92.0
1,1.0,219,59072,1290,-92.0
1,1.0,220,59249,1225,-92.0
1,1.0,221,59333,1225,-92.0
1,1.0,222,59541,1234,-92.0
1,1.0,223,59682,1206,-92.0
1,1.0,224,59752,1168,-92.0
1,1.0,225,59960,1164,-93.0
1,1.0,226,60030,1239,-92.0
1,1.0,227,60137,1239,-92.0
1,1.0,228,60207,1196,-92.0
1,1.0,229,60277,1182,-92.0
1,1.0,230,60360,1243,-92.0
1,1.0,231,60549,1239,-92.0
1,1.0,232,60597,1225,-92.0
1,1.0,233,60695,1178,-92.0
1,1.0,234,60744,1210,-92.0
1,1.0,235,60875,1248,-92.0
1,1.0,236,60958,1220,-92.0
1,1.0,237,61028,1257,-92.0
1,1.0,238,61111,1182,-92.0
1,1.0,239,61194,1220,-92.0
1,1.0,240,61277,1243,-92.0
1,1.0,241,61326,1201,-92.0
1,1.0,242,61423,1220,-92.0
1,1.0,243,61472,1225,-92.0
1,1.0,244,61520,1187,-92.0
1,1.0,245,61604,1234,-92.0
1,1.0,246,61687,1206,-92.0
1,1.0,247,61770,1187,-92.0
1,1.0,248,61818,1281,-92.0
1,1.0,249,61867,1234,-92.0
1,1.0,250,61916,1192,-92.0
1,1.0,251,61965,1192,-92.0
1,1.0,252,62013,1229,-92.0
1,1.0,253,62062,1159,-92.0
1,1.0,254,62111,1201,-92.0
1,1.0,255,62159,1178,-93.0
1,1.0,256,62257,1253,-92.0
1,1.0,257,62486,1234,-92.0
1,1.0,258,62603,1220,-92.0
1,1.0,259,62686,1215,-92.0
1,1.0,260,62793,1234,-92.0
1,1.0,261,62842,1220,-92.0
1,1.0,262,62890,1187,-92.0
1,1.0,263,62939,1239,-92.0
1,1.0,264,62988,1234,-92.0
1,1.0,265,63036,1178,-92.0
1,1.0,266,63119,1234,-92.0
1,1.0,267,63189,1182,-92.0
1,1.0,268,63272,1168,-92.0
1,1.0,269,63379,1187,-92.0
1,1.0,270,63485,1234,-92.0
1,1.0,271,63533,1239,-92.0
1,1.0,272,63582,1201,-92.0
1,1.0,273,63631,1201,-92.0
1,1.0,274,63680,1206,-92.0
1,1.0,275,63728,1262,-92.0
1,1.0,276,63822,1215,-92.0
1,1.0,277,63929,1229,-92.0
1,1.0,278,64012,1178,-92.0
1,1.0,279,64116,1229,-92.0
1,1.0,280,64186,1239,-92.0
1,1.0,281,64269,1206,-93.0
1,1.0,282,64352,1248,-93.0
1,1.0,283,64483,1309,-92.0
1,1.0,284,64590,1196,-93.0
1,1.0,285,64673,1201,-92.0
1,1.0,286,64756,1257,-92.0
1,1.0,287,64817,1164,-92.0
1,1.0,288,64900,1271,-92.0
1,1.0,289,64983,1206,-92.0
1,1.0,290,65066,1267,-92.0
1,1.0,291,65114,1234,-92.0
1,1.0,292,65163,1253,-92.0
1,1.0,293,65212,1248,-92.0
1,1.0,294,65318,1145,-93.0
1,1.0,295,65366,1239,-92.0
1,1.0,296,65450,1225,-92.0
1,1.0,297,65533,1178,-93.0
1,1.0,298,65616,1192,-92.0
1,1.0,299,65664,1257,-92.0
1,1.0,300,65748,1210,-92.0
1,1.0,301,65853,1164,-93.0
1,1.0,302,65936,1253,-92.0
1,1.0,303,65984,1229,-92.0
1,1.0,304,66033,1229,-92.0
1,1.0,305,66082,1168,-92.0
1,1.0,306,66131,1220,-92.0
1,1.0,307,66179,1220,-92.0
1,1.0,308,66228,1187,-92.0
1,1.0,309,66277,1178,-92.0
1,1.0,310,66325,1262,-92.0
1,1.0,311,66374,1220,-92.0
1,1.0,312,66423,1215,-92.0
1,1.0,313,66472,1206,-92.0
1,1.0,314,66520,1215,-92.0
1,1.0,315,66618,1201,-92.0
1,1.0,316,66666,1187,-92.0
1,1.0,317,66715,1220,-92.0
1,1.0,318,66785,1262,-92.0
1,1.0,319,66855,1220,-92.0
1,1.0,320,66962,1192,-92.0
1,1.0,321,67032,1201,-92.0
1,1.0,322,67160,1225,-92.0
1,1.0,323,67252,1178,-92.0
1,1.0,324,67378,896,-92.0
1,1.0,325,67519,1182,-92.0
1,1.0,326,67660,1168,-92.0
1,1.0,327,67767,1154,-92.0
1,1.0,328,67824,1173,-92.0
1,1.0,329,67872,1239,-92.0
1,1.0,330,67921,1182,-92.0
1,1.0,331,67970,1182,-93.0
1,1.0,332,68053,1234,-92.0
1,1.0,333,68157,1215,-92.0
1,1.0,334,68261,1178,-92.0
1,1.0,335,68417,1215,-93.0
1,1.0,336,68523,1267,-92.0
1,1.0,337,68629,1192,-92.0
1,1.0,338,68677,1187,-92.0
1,1.0,339,68726,1173,-92.0
1,1.0,340,68775,1201,-92.0
1,1.0,341,68826,1196,-92.0
1,1.0,342,68874,1262,-92.0
1,1.0,343,68945,1201,-92.0
1,1.0,344,69028,1257,-92.0
1,1.0,345,69111,1187,-93.0
1,1.0,346,69252,1154,-92.0
1,1.0,347,69431,1168,-93.0
1,1.0,348,69479,1248,-92.0
1,1.0,349,69528,1187,-92.0
1,1.0,350,69577,1267,-92.0
1,1.0,351,69660,1201,-92.0
1,1.0,352,69743,1206,-92.0
1,1.0,353,69854,1262,-93.0
1,1.0,354,69924,1229,-92.0
1,1.0,355,69994,1192,-92.0
1,1.0,356,70065,1196,-92.0
1,1.0,357,70148,1173,-92.0
1,1.0,358,70218,1206,-92.0
1,1.0,359,70325,1210,-92.0
1,1.0,360,70395,1220,-92.0
1,1.0,361,70465,1201,-92.0
1,1.0,362,70535,1229,-93.0
1,1.0,363,70712,1234,-92.0
1,1.0,364,70782,1196,-92.0
1,1.0,365,70856,1262,-92.0
1,1.0,366,70926,1178,-92.0
1,1.0,367,71018,1239,-92.0
1,1.0,368,71122,1225,-92.0
1,1.0,369,71226,1178,-92.0
1,1.0,370,71450,1253,-92.0
1,1.0,371,71533,1239,-92.0
1,1.0,372,72176,1201,-92.0
1,1.0,373,72246,1210,-92.0
1,1.0,374,72359,1243,-92.0
1,1.0,375,72442,1192,-93.0
1,1.0,376,72525,1168,-93.0
1,1.0,377,72608,1196,-92.0
1,1.0,378,72656,1206,-92.0
1,1.0,379,72705,1140,-92.0
1,1.0,380,72788,1253,-92.0
1,1.0,381,72858,1215,-92.0
1,1.0,382,72941,1178,-92.0
1,1.0,383,73045,1196,-92.0
1,1.0,384,73162,1220,-92.0
1,1.0,385,73268,1234,-92.0
1,1.0,386,73462,1215,-92.0
1,1.0,387,73546,1248,-92.0
1,1.0,388,73616,1206,-92.0
1,1.0,389,73720,1196,-92.0
1,1.0,390,73848,1220,-92.0
1,1.0,391,73953,1239,-92.0
1,1.0,392,74023,1248,-93.0
1,1.0,393,74093,1178,-92.0
1,1.0,394,74164,1196,-92.0
1,1.0,395,74247,1210,-92.0
1,1.0,396,74317,1164,-92.0
1,1.0,397,74400,1196,-92.0
1,1.0,398,74506,1262,-93.0
1,1.0,399,74576,1206,-92.0
1,1.0,400,74659,1262,-92.0
1,1.0,401,74742,1215,-92.0
1,1.0,402,74864,1210,-92.0
1,1.0,403,75005,1173,-92.0
1,1.0,404,75109,1271,-92.0
1,1.0,405,75192,1234,-92.0
1,1.0,406,75275,1229,-92.0
1,1.0,407,75376,1149,-92.0
1,1.0,408,75424,1271,-92.0
1,1.0,409,75473,1201,-92.0
1,1.0,410,75522,1210,-92.0
1,1.0,411,75571,1215,-92.0
1,1.0,412,75619,1248,-92.0
1,1.0,413,75689,1220,-92.0
1,1.0,414,75796,1229,-92.0
1,1.0,415,75866,1164,-93.0
1,1.0,416,75949,1178,-92.0
1,1.0,417,76019,1178,-92.0
1,1.0,418,76159,1210,-93.0
1,1.0,419,76242,1196,-92.0
1,1.0,420,76312,1192,-92.0
1,1.0,421,76419,1187,-92.0
1,1.0,422,76502,1239,-92.0
1,1.0,423,76585,1145,-92.0
1,1.0,424,76668,1206,-92.0
1,1.0,425,76751,1192,-92.0
1,1.0,426,76821,1187,-92.0
1,1.0,427,76904,1220,-92.0
1,1.0,428,77010,1149,-92.0
1,1.0,429,77114,1234,-92.0
1,1.0,430,77242,1239,-92.0
1,1.0,431,77359,1145,-92.0
1,1.0,432,77463,1234,-92.0
1,1.0,433,77546,1215,-92.0
1,1.0,434,77629,1215,-92.0
1,1.0,435,77712,1196,-92.0
1,1.0,436,77760,1206,-92.0
1,1.0,437,77833,1239,-92.0
1,1.0,438,77916,1276,-92.0
1,1.0,439,77999,1262,-92.0
1,1.0,440,78082,1225,-92.0
1,1.0,441,78152,1229,-92.0
1,1.0,442,78235,1168,-92.0
1,1.0,443,78318,1225,-92.0
1,1.0,444,78401,1253,-92.0
1,1.0,445,78450,1229,-92.0
1,1.0,446,78498,1225,-92.0
1,1.0,447,78547,1192,-92.0
1,1.0,448,78596,1187,-92.0
1,1.0,449,78644,1262,-92.0
1,1.0,450,78751,1173,-93.0
1,1.0,451,78985,1243,-92.0
1,1.0,452,79068,1206,-92.0
1,1.0,453,79116,1182,-92.0
1,1.0,454,79165,1220,-92.0
1,1.0,455,79214,1196,-92.0
1,1.0,456,79263,1187,-92.0
1,1.0,457,79336,1215,-92.0
1,1.0,458,79433,1239,-92.0
1,1.0,459,79531,1201,-92.0
1,1.0,460,79601,1234,-92.0
1,1.0,461,79684,1220,-92.0
1,1.0,462,79790,1243,-92.0
1,1.0,463,79969,1215,-92.0
1,1.0,464,80018,1225,-92.0
1,1.0,465,80116,1201,-92.0
1,1.0,466,80164,1215,-92.0
1,1.0,467,80247,1192,-93.0
1,1.0,468,80330,1215,-92.0
1,1.0,469,80458,1253,-92.0
1,1.0,470,80565,1239,-92.0
1,1.0,471,80648,1187,-92.0
1,1.0,472,80755,1248,-93.0
1,1.0,473,80803,1225,-92.0
1,1.0,474,80853,1154,-92.0
1,1.0,475,80901,1225,-92.0
1,1.0,476,80950,1206,-93.0
1,1.0,477,81082,1220,-92.0
1,1.0,478,81165,1210,-92.0
1,1.0,479,81306,1201,-92.0
1,1.0,480,81377,1215,-92.0
1,1.0,481,81460,1239,-92.0
1,1.0,482,81543,1239,-92.0
1,1.0,483,81613,1225,-92.0
1,1.0,484,81720,1248,-92.0
1,1.0,485,81826,1192,-92.0
1,1.0,486,81909,1253,-92.0
1,1.0,487,81957,1234,-92.0
1,1.0,488,82006,1229,-92.0
1,1.0,489,82055,1239,-92.0
1,1.0,490,82151,1220,-92.0
1,1.0,491,82351,1234,-93.0
1,1.0,492,82492,1271,-92.0
1,1.0,493,82575,1248,-92.0
1,1.0,494,82623,1239,-92.0
1,1.0,495,82672,1206,-92.0
1,1.0,496,82721,1187,-92.0
1,1.0,497,82770,1159,-92.0
1,1.0,498,82877,1234,-92.0
1,1.0,499,82947,1229,-92.0
1,1.0,500,83030,1164,-92.0
1,1.0,501,83113,1187,-92.0
1,1.0,502,83196,1215,-92.0
1,1.0,503,83244,1173,-92.0
1,1.0,504,83315,1225,-92.0
1,1.0,505,83385,1196,-92.0
1,1.0,506,83468,1187,-92.0
1,1.0,507,83551,1187,-92.0
1,1.0,508,83668,1210,-93.0
1,1.0,509,83775,1220,-92.0
1,1.0,510,83879,1196,-93.0
1,1.0,511,83927,1182,-92.0
1,1.0,512,83976,1187,-92.0
1,1.0,513,84025,1239,-92.0
1,1.0,514,84108,1248,-92.0
1,1.0,515,84274,1196,-93.0
1,1.0,516,84346,1154,-92.0
1,1.0,517,84395,1206,-92.0
1,1.0,518,84443,1215,-92.0
1,1.0,519,84492,1210,-92.0
1,1.0,520,84575,1234,-92.0
1,1.0,521,84658,1267,-92.0
1,1.0,522,84741,1210,-92.0
1,1.0,523,84789,1229,-92.0
1,1.0,524,84861,1037,-92.0
1,1.0,525,84909,1248,-92.0
1,1.0,526,85016,1192,-92.0
1,1.0,527,85086,1206,-92.0
1,1.0,528,85169,1178,-92.0
1,1.0,529,85239,1234,-92.0
1,1.0,530,85309,1187,-92.0
1,1.0,531,85422,1173,-92.0
1,1.0,532,85528,1206,-92.0
1,1.0,533,85598,1281,-92.0
1,1.0,534,85668,1173,-92.0
1,1.0,535,85821,1154,-92.0
1,1.0,536,85904,1159,-93.0
1,1.0,537,85987,1182,-92.0
1,1.0,538,86035,1192,-92.0
1,1.0,539,86084,1182,-92.0
1,1.0,540,86133,1215,-93.0
1,1.0,541,86182,1243,-92.0
1,1.0,542,86424,1220,-92.0
1,1.0,543,86565,1215,-92.0
1,1.0,544,86671,1206,-92.0
1,1.0,545,86719,1187,-92.0
1,1.0,546,86768,1206,-93.0
1,1.0,547,86817,1187,-92.0
1,1.0,548,86866,1196,-92.0
1,1.0,549,86914,1168,-92.0
1,1.0,550,86963,1173,-92.0
1,1.0,551,87012,1192,-92.0
1,1.0,552,87060,1215,-92.0
1,1.0,553,87109,1182,-92.0
1,1.0,554,87158,1248,-92.0
1,1.0,555,87241,1149,-92.0
1,1.0,556,87347,1178,-92.0
1,1.0,557,87430,1210,-92.0
1,1.0,558,87478,1173,-92.0
1,1.0,559,87527,1215,-92.0
1,1.0,560,87576,1210,-93.0
1,1.0,561,87625,1173,-92.0
1,1.0,562,87673,1267,-92.0
1,1.0,563,87722,1267,-92.0
1,1.0,564,87771,1168,-93.0
1,1.0,565,87819,1234,-92.0
1,1.0,566,87868,1196,-92.0
1,1.0,567,87917,1234,-92.0
1,1.0,568,87966,1210,-92.0
1,1.0,569,88014,1210,-92.0
1,1.0,570,88063,1178,-92.0
1,1.0,571,88112,1206,-92.0
1,1.0,572,88160,1253,-92.0
1,1.0,573,88209,1243,-93.0
1,1.0,574,88258,1229,-92.0
1,1.0,575,88307,1196,-92.0
1,1.0,576,88368,1135,-92.0
1,1.0,577,88416,1187,-92.0
1,1.0,578,88500,1178,-93.0
1,1.0,579,88570,1192,-92.0
1,1.0,580,88640,1210,-92.0
1,1.0,581,88723,1220,-93.0
1,1.0,582,88793,1220,-92.0
1,1.0,583,88929,1229,-92.0
1,1.0,584,89046,1248,-92.0
1,1.0,585,89150,1192,-92.0
1,1.0,586,89254,1173,-92.0
1,1.0,587,89337,1243,-92.0
1,1.0,588,89420,1192,-92.0
1,1.0,589,89490,1215,-92.0
1,1.0,590,89643,1187,-92.0
1,1.0,591,89750,1229,-92.0
1,1.0,592,89833,1220,-92.0
1,1.0,593,89903,1210,-92.0
1,1.0,594,90010,1215,-92.0
1,1.0,595,90093,1182,-92.0
1,1.0,596,90176,1187,-93.0
1,1.0,597,90224,1210,-92.0
1,1.0,598,90273,1168,-93.0
1,1.0,599,90322,1164,-92.0
1,1.0,600,90432,1215,-93.0
1,1.0,601,90503,1220,-92.0
1,1.0,602,90586,1201,-92.0
1,1.0,603,90669,1192,-92.0
1,1.0,604,90739,1210,-92.0
1,1.0,605,90809,1248,-92.0
1,1.0,606,90900,910,-92.0
1,1.0,607,90970,1271,-92.0
1,1.0,608,91054,1182,-92.0
1,1.0,609,91137,1201,-92.0
1,1.0,610,91207,1140,-92.0
1,1.0,611,91277,1220,-92.0
1,1.0,612,91347,1225,-92.0
1,1.0,613,91430,1220,-92.0
1,1.0,614,91513,1173,-92.0
1,1.0,615,91583,1220,-92.0
1,1.0,616,91653,1234,-92.0
1,1.0,617,91723,1145,-92.0
1,1.0,618,91950,1225,-92.0
1,1.0,619,92056,1206,-92.0
1,1.0,620,92104,1164,-92.0
1,1.0,621,92202,1215,-92.0
1,1.0,622,92251,1234,-92.0
1,1.0,623,92321,1206,-92.0
1,1.0,624,92638,1215,-92.0
1,1.0,625,92742,1196,-92.0
1,1.0,626,92812,1215,-93.0
1,1.0,627,92917,882,-92.0
1,1.0,628,93023,1201,-92.0
1,1.0,629,93106,1206,-93.0
1,1.0,630,93154,1187,-92.0
1,1.0,631,93238,1182,-93.0
1,1.0,632,93344,1192,-92.0
1,1.0,633,93451,1178,-93.0
1,1.0,634,93499,1225,-93.0
1,1.0,635,93583,1225,-92.0
1,1.0,636,93653,1206,-92.0
1,1.0,637,93736,1178,-92.0
1,1.0,638,93819,1210,-92.0
1,1.0,639,93943,1159,-92.0
1,1.0,640,93991,1201,-92.0
1,1.0,641,94040,1215,-92.0
1,1.0,642,94089,1196,-92.0
1,1.0,643,94138,1201,-92.0
1,1.0,644,94244,1229,-92.0
1,1.0,645,94348,1257,-92.0
1,1.0,646,94489,1234,-92.0
1,1.0,647,94655,1201,-92.0
1,1.0,648,94703,1243,-92.0
1,1.0,649,94752,1201,-92.0
1,1.0,650,94801,1192,-92.0
1,1.0,651,94873,1131,-92.0
1,1.0,652,94922,1262,-92.0
1,1.0,653,95005,1210,-92.0
1,1.0,654,95088,1220,-92.0
1,1.0,655,95171,1164,-92.0
1,1.0,656,95219,1201,-93.0
1,1.0,657,95268,1210,-92.0
1,1.0,658,95317,1206,-92.0
1,1.0,659,95388,934,-92.0
1,1.0,660,95436,1192,-92.0
1,1.0,661,95583,1164,-92.0
1,1.0,662,95631,1225,-92.0
1,1.0,663,95680,1192,-92.0
1,1.0,664,95784,1234,-92.0
1,1.0,665,95901,1187,-92.0
1,1.0,666,96042,1253,-92.0
1,1.0,667,96125,1234,-92.0
1,1.0,668,96173,1196,-92.0
1,1.0,669,96222,1271,-92.0
1,1.0,670,96271,1192,-92.0
1,1.0,671,96320,1234,-92.0
1,1.0,672,96390,910,-92.0
1,1.0,673,96497,1168,-93.0
1,1.0,674,96603,1248,-92.0
1,1.0,675,96686,1229,-92.0
1,1.0,676,96734,1243,-92.0
1,1.0,677,96783,1220,-92.0
1,1.0,678,96832,1178,-92.0
1,1.0,679,96891,1196,-96.0
1,1.0,680,96939,1248,-93.0
1,1.0,681,96988,1281,-92.0
1,1.0,682,97037,1215,-92.0
1,1.0,683,97086,1187,-92.0
1,1.0,684,97134,1220,-93.0
1,1.0,685,97183,1281,-92.0
1,1.0,686,97266,1201,-92.0
1,1.0,687,97349,1182,-92.0
1,1.0,688,97432,1229,-92.0
1,1.0,689,97480,1229,-92.0
1,1.0,690,97529,1196,-92.0
1,1.0,691,97578,1192,-93.0
1,1.0,692,97627,1201,-92.0
1,1.0,693,97675,1253,-92.0
1,1.0,694,97724,1248,-92.0
1,1.0,695,97773,1248,-92.0
1,1.0,696,97821,1281,-92.0
1,1.0,697,97893,920,-92.0
1,1.0,698,97942,1239,-92.0
1,1.0,699,97990,1206,-92.0
1,1.0,700,98088,1215,-93.0
1,1.0,701,98136,1239,-92.0
1,1.0,702,98185,1248,-92.0
1,1.0,703,98234,1164,-92.0
1,1.0,704,98283,1253,-92.0
1,1.0,705,98331,1229,-92.0
1,1.0,706,98428,1210,-92.0
1,1.0,707,98511,1215,-92.0
1,1.0,708,98639,1210,-92.0
1,1.0,709,98746,1253,-92.0
1,1.0,710,98816,1234,-92.0
1,1.0,711,99032,1154,-92.0
1,1.0,712,99102,1210,-92.0
1,1.0,713,99172,1210,-92.0
1,1.0,714,99242,1215,-92.0
1,1.0,715,99312,1187,-92.0
1,1.0,716,99450,1220,-92.0
1,1.0,717,99533,1168,-92.0
1,1.0,718,99639,1229,-92.0
1,1.0,719,99687,1192,-92.0
1,1.0,720,99736,1154,-92.0
1,1.0,721,99785,1201,-92.0
1,1.0,722,99834,1234,-92.0
1,1.0,723,99900,1065,-92.0
1,1.0,724,99983,1276,-92.0
1,1.0,725,100053,1215,-92.0
1,1.0,726,100123,1243,-93.0
1,1.0,727,100206,1229,-93.0
1,1.0,728,100395,1225,-92.0
1,1.0,729,100443,1178,-92.0
1,1.0,730,100492,1243,-92.0
1,1.0,731,100541,1206,-92.0
1,1.0,732,100590,1281,-92.0
1,1.0,733,100638,1239,-92.0
