session,true_distance_m,sample_n,t_ms,d_mm,q_dbm
1,1.0,734,100722,1225,-92.0
1,1.0,735,100805,1192,-92.0
1,1.0,736,100888,1196,-92.0
1,1.0,737,100936,1286,-92.0
1,1.0,738,100985,1220,-92.0
1,1.0,739,101034,1225,-92.0
1,1.0,740,101083,1182,-92.0
1,1.0,741,101131,1187,-92.0
1,1.0,742,101180,1192,-93.0
1,1.0,743,101229,1220,-92.0
1,1.0,744,101277,1201,-92.0
1,1.0,745,101326,1239,-92.0
1,1.0,746,101394,1206,-92.0
1,1.0,747,101499,1206,-92.0
1,1.0,748,101616,1187,-92.0
1,1.0,749,101733,1206,-92.0
1,1.0,750,101864,1201,-92.0
1,1.0,751,101913,1220,-92.0
1,1.0,752,101962,1206,-92.0
1,1.0,753,102011,1178,-92.0
1,1.0,754,102059,1159,-93.0
1,1.0,755,102143,1243,-92.0
1,1.0,756,102249,1178,-93.0
1,1.0,757,102319,1220,-92.0
1,1.0,758,102402,1192,-93.0
1,1.0,759,102509,1239,-92.0
1,1.0,760,102615,1187,-92.0
1,1.0,761,102663,1239,-92.0
1,1.0,762,102712,1257,-92.0
1,1.0,763,102761,1173,-93.0
1,1.0,764,102810,1206,-92.0
1,1.0,765,102858,1225,-92.0
1,1.0,766,103066,1225,-92.0
1,1.0,767,103173,1229,-92.0
1,1.0,768,103256,1201,-92.0
1,1.0,769,103326,1196,-93.0
1,1.0,770,103422,1164,-92.0
1,1.0,771,103505,1248,-92.0
1,1.0,772,103588,1225,-92.0
1,1.0,773,103658,1225,-92.0
1,1.0,774,103765,1182,-93.0
1,1.0,775,103835,1234,-92.0
1,1.0,776,103938,1257,-92.0
1,1.0,777,104008,1267,-92.0
1,1.0,778,104149,1206,-92.0
1,1.0,779,104381,1187,-92.0
1,1.0,780,104451,1149,-92.0
1,1.0,781,104521,1192,-92.0
1,1.0,782,104605,1187,-92.0
1,1.0,783,104675,1196,-92.0
1,1.0,784,104745,1182,-92.0
1,1.0,785,104828,1229,-92.0
1,1.0,786,104911,1215,-92.0
1,1.0,787,104994,1182,-93.0
1,1.0,788,105042,1229,-93.0
1,1.0,789,105091,1159,-92.0
1,1.0,790,105140,1196,-92.0
1,1.0,791,105189,1178,-92.0
1,1.0,792,105237,1210,-92.0
1,1.0,793,105378,1206,-92.0
1,1.0,794,105461,1220,-92.0
1,1.0,795,105544,1210,-92.0
1,1.0,796,105627,1225,-92.0
1,1.0,797,105675,1187,-92.0
1,1.0,798,105724,1192,-93.0
1,1.0,799,105794,1215,-92.0
1,1.0,800,105877,1206,-92.0
1,1.0,801,105947,1210,-93.0
1,1.0,802,106038,1196,-92.0
1,1.0,803,106156,1239,-92.0
1,1.0,804,106273,1210,-92.0
1,1.0,805,106525,1239,-93.0
1,1.0,806,106622,1178,-92.0
1,1.0,807,106671,1229,-92.0
1,1.0,808,106775,1210,-92.0
1,1.0,809,106879,1234,-92.0
1,1.0,810,107020,1220,-92.0
1,1.0,811,107103,1178,-92.0
1,1.0,812,107186,1239,-92.0
1,1.0,813,107234,1248,-92.0
1,1.0,814,107283,1187,-93.0
1,1.0,815,107381,1206,-92.0
1,1.0,816,107429,1145,-92.0
1,1.0,817,107500,1182,-92.0
1,1.0,818,107570,1225,-92.0
1,1.0,819,107640,1173,-92.0
1,1.0,820,107781,1206,-92.0
1,1.0,821,107898,1182,-93.0
1,1.0,822,108039,1215,-92.0
1,1.0,823,108185,1210,-92.0
1,1.0,824,108234,1253,-92.0
1,1.0,825,108366,1187,-92.0
1,1.0,826,108462,1154,-92.0
1,1.0,827,108545,1210,-92.0
1,1.0,828,108593,1196,-92.0
1,1.0,829,108642,1201,-92.0
1,1.0,830,108691,1210,-92.0
1,1.0,831,108740,1234,-92.0
1,1.0,832,108788,1243,-92.0
1,1.0,833,108837,1196,-92.0
1,1.0,834,108886,1229,-92.0
1,1.0,835,108935,1253,-92.0
1,1.0,836,108983,1168,-92.0
1,1.0,837,109032,1229,-92.0
1,1.0,838,109115,1145,-92.0
1,1.0,839,109222,1164,-92.0
1,1.0,840,109639,1276,-92.0
1,1.0,841,109785,1201,-92.0
1,1.0,842,109834,1206,-92.0
1,1.0,843,109883,1243,-92.0
1,1.0,844,109932,1196,-92.0
1,1.0,845,110078,1210,-93.0
1,1.0,846,110127,1229,-92.0
1,1.0,847,110175,1210,-92.0
1,1.0,848,110224,1215,-92.0
1,1.0,849,110419,1192,-92.0
1,1.0,850,110468,1253,-92.0
1,1.0,851,110551,1178,-92.0
1,1.0,852,110634,1253,-92.0
1,1.0,853,110788,1220,-93.0
1,1.0,854,110837,1220,-92.0
1,1.0,855,110886,1220,-92.0
1,1.0,856,110983,1201,-92.0
1,1.0,857,111032,1168,-92.0
1,1.0,858,111130,1182,-92.0
1,1.0,859,111178,1234,-92.0
1,1.0,860,111227,1206,-92.0
1,1.0,861,111276,1201,-92.0
1,1.0,862,111324,1182,-92.0
1,1.0,863,111373,1201,-92.0
1,1.0,864,111435,1173,-92.0
1,1.0,865,111484,1253,-92.0
1,1.0,866,111532,1173,-92.0
1,1.0,867,111581,1164,-93.0
1,1.0,868,111630,1225,-92.0
1,1.0,869,111678,1192,-92.0
1,1.0,870,111761,1187,-92.0
1,1.0,871,111844,1201,-92.0
1,1.0,872,111927,1281,-92.0
1,1.0,873,111975,1187,-93.0
1,1.0,874,112024,1253,-92.0
1,1.0,875,112073,1215,-92.0
1,1.0,876,112122,1267,-92.0
1,1.0,877,112170,1210,-93.0
1,1.0,878,112219,1210,-92.0
1,1.0,879,112268,1257,-93.0
1,1.0,880,112316,1271,-92.0
1,1.0,881,112365,1267,-92.0
1,1.0,882,112438,849,-92.0
1,1.0,883,112487,1253,-93.0
1,1.0,884,112535,1248,-92.0
1,1.0,885,112584,1164,-93.0
1,1.0,886,112633,1196,-92.0
1,1.0,887,112681,1225,-92.0
1,1.0,888,112730,1300,-92.0
1,1.0,889,112779,1206,-92.0
1,1.0,890,112828,1210,-92.0
1,1.0,891,112911,1201,-93.0
1,1.0,892,113101,1173,-92.0
1,1.0,893,113149,1187,-92.0
1,1.0,894,113198,1164,-92.0
1,1.0,895,113247,1215,-92.0
1,1.0,896,113296,1234,-92.0
1,1.0,897,113344,1187,-93.0
1,1.0,898,113393,1215,-92.0
1,1.0,899,113442,1178,-92.0
1,1.0,900,113491,1168,-93.0
1,1.0,901,113539,1267,-92.0
1,1.0,902,113588,1196,-92.0
1,1.0,903,113637,1210,-92.0
1,1.0,904,113685,1215,-93.0
1,1.0,905,113734,1187,-92.0
1,1.0,906,113783,1201,-92.0
1,1.0,907,113832,1201,-92.0
1,1.0,908,113880,1210,-92.0
1,1.0,909,113941,1187,-92.0
1,1.0,910,113989,1229,-92.0
1,1.0,911,114038,1178,-92.0
1,1.0,912,114108,1201,-92.0
1,1.0,913,114191,1210,-92.0
1,1.0,914,114274,1220,-92.0
1,1.0,915,114344,1182,-92.0
1,1.0,916,114451,1271,-92.0
1,1.0,917,114534,1187,-93.0
1,1.0,918,114617,1196,-92.0
1,1.0,919,114665,1248,-92.0
1,1.0,920,114714,1215,-92.0
1,1.0,921,114763,1201,-92.0
1,1.0,922,114812,1215,-92.0
1,1.0,923,114860,1178,-93.0
1,1.0,924,114963,1267,-92.0
1,1.0,925,115046,1192,-92.0
1,1.0,926,115129,1229,-92.0
1,1.0,927,115177,1201,-92.0
1,1.0,928,115226,1234,-92.0
1,1.0,929,115275,1239,-92.0
1,1.0,930,115324,1178,-92.0
1,1.0,931,115372,1229,-92.0
1,1.0,932,115444,906,-92.0
1,1.0,933,115514,1215,-92.0
1,1.0,934,115621,1215,-92.0
1,1.0,935,115704,1220,-92.0
1,1.0,936,115787,1229,-92.0
1,1.0,937,115965,1271,-92.0
1,1.0,938,116035,1239,-93.0
1,1.0,939,116118,1225,-92.0
1,1.0,940,116201,1225,-92.0
1,1.0,941,116292,1248,-92.0
1,1.0,942,116421,1220,-92.0
1,1.0,943,116525,1210,-92.0
1,1.0,944,116665,1196,-92.0
1,1.0,945,116748,1173,-92.0
1,1.0,946,116831,1210,-92.0
1,1.0,947,116879,1234,-92.0
1,1.0,948,116947,1154,-92.0
1,1.0,949,116995,1225,-92.0
1,1.0,950,117079,1225,-92.0
1,1.0,951,117149,1135,-93.0
1,1.0,952,117266,1182,-92.0
1,1.0,953,117357,1220,-93.0
1,1.0,954,117462,1173,-93.0
1,1.0,955,117603,1271,-92.0
1,1.0,956,117730,1173,-92.0
1,1.0,957,117822,1149,-93.0
1,1.0,958,117939,1229,-92.0
1,1.0,959,118043,1131,-92.0
1,1.0,960,118147,1215,-92.0
1,1.0,961,118254,1187,-92.0
1,1.0,962,118324,1220,-92.0
1,1.0,963,118407,1168,-92.0
1,1.0,964,118514,1206,-92.0
1,1.0,965,118620,1239,-92.0
1,1.0,966,118703,1164,-92.0
1,1.0,967,118809,1229,-92.0
1,1.0,968,118879,1229,-92.0
1,1.0,969,119058,1215,-92.0
1,1.0,970,119175,1178,-92.0
1,1.0,971,119364,1257,-92.0
1,1.0,972,119412,1206,-93.0
1,1.0,973,119461,1164,-92.0
1,1.0,974,119510,1239,-93.0
1,1.0,975,119593,1220,-92.0
1,1.0,976,119676,1196,-92.0
1,1.0,977,119759,1187,-92.0
1,1.0,978,119807,1210,-92.0
1,1.0,979,119856,1210,-92.0
1,1.0,980,119905,1215,-92.0
1,1.0,981,119958,1187,-92.0
1,1.0,982,120028,1201,-93.0
1,1.0,983,120135,1206,-93.0
1,1.0,984,120218,1225,-92.0
1,1.0,985,120301,1196,-92.0
1,1.0,986,120349,1225,-93.0
1,1.0,987,120398,1239,-92.0
1,1.0,988,120623,1196,-92.0
1,1.0,989,120693,1220,-92.0
1,1.0,990,120810,1201,-92.0
1,1.0,991,120927,1234,-92.0
1,1.0,992,121031,1234,-92.0
1,1.0,993,121172,1196,-92.0
1,1.0,994,121242,1178,-92.0
1,1.0,995,121312,1192,-92.0
1,1.0,996,121395,1253,-92.0
1,1.0,997,121627,1225,-92.0
1,1.0,998,121859,1206,-92.0
1,1.0,999,122090,1243,-92.0
1,1.0,1000,122218,1215,-92.0
1,1.0,1001,122288,1168,-92.0
1,1.0,1002,122395,1196,-93.0
1,1.0,1003,122497,1009,-92.0
1,1.0,1004,122567,1220,-93.0
1,1.0,1005,122650,1220,-92.0
1,1.0,1006,122754,1210,-92.0
1,1.0,1007,122950,1196,-92.0
1,1.0,1008,123067,1192,-93.0
1,1.0,1009,123171,1220,-92.0
1,1.0,1010,123283,1220,-93.0
1,1.0,1011,123366,1243,-92.0
1,1.0,1012,123449,1220,-92.0
1,1.0,1013,123497,1229,-92.0
1,1.0,1014,123546,1206,-92.0
1,1.0,1015,123616,1210,-92.0
1,1.0,1016,123700,1248,-92.0
1,1.0,1017,123806,1215,-92.0
1,1.0,1018,123987,1196,-92.0
1,1.0,1019,124094,1215,-92.0
1,1.0,1020,124177,1164,-92.0
1,1.0,1021,124260,1187,-92.0
1,1.0,1022,124308,1229,-92.0
1,1.0,1023,124392,1248,-92.0
1,1.0,1024,124557,1206,-92.0
1,1.0,1025,124627,1225,-92.0
1,1.0,1026,124731,1243,-92.0
1,1.0,1027,124835,1215,-92.0
1,1.0,1028,124952,1178,-92.0
1,1.0,1029,125022,1206,-92.0
1,1.0,1030,125105,1215,-92.0
1,1.0,1031,125188,1234,-92.0
1,1.0,1032,125258,1168,-93.0
1,1.0,1033,125365,1206,-93.0
1,1.0,1034,125448,1215,-92.0
1,1.0,1035,125531,1257,-92.0
1,1.0,1036,125579,1215,-92.0
1,1.0,1037,125628,1253,-92.0
1,1.0,1038,125677,1304,-92.0
1,1.0,1039,125760,1178,-93.0
1,1.0,1040,126007,1234,-92.0
1,1.0,1041,126090,1257,-92.0
1,1.0,1042,126160,1192,-92.0
1,1.0,1043,126267,1262,-92.0
1,1.0,1044,126505,1229,-92.0
1,1.0,1045,126553,1187,-93.0
1,1.0,1046,126602,1229,-92.0
1,1.0,1047,126651,1173,-92.0
1,1.0,1048,126699,1178,-92.0
1,1.0,1049,126783,1210,-92.0
1,1.0,1050,126853,1196,-92.0
1,1.0,1051,126960,1192,-93.0
1,1.0,1052,127030,1229,-92.0
1,1.0,1053,127113,1220,-92.0
1,1.0,1054,127196,1243,-92.0
1,1.0,1055,127279,1253,-92.0
1,1.0,1056,127327,1243,-92.0
1,1.0,1057,127376,1192,-93.0
1,1.0,1058,127425,1253,-92.0
1,1.0,1059,127508,1168,-92.0
1,1.0,1060,127578,1206,-92.0
1,1.0,1061,127706,1215,-92.0
1,1.0,1062,127823,1159,-92.0
1,1.0,1063,127951,1187,-93.0
1,1.0,1064,128042,1225,-92.0
1,1.0,1065,128160,1215,-92.0
1,1.0,1066,128301,1182,-92.0
1,1.0,1067,128405,1187,-92.0
1,1.0,1068,128509,1164,-92.0
1,1.0,1069,128615,1164,-92.0
1,1.0,1070,128685,1173,-92.0
1,1.0,1071,128794,1192,-92.0
1,1.0,1072,128877,1173,-92.0
1,1.0,1073,128994,1187,-93.0
1,1.0,1074,129064,1178,-93.0
1,1.0,1075,129147,1206,-93.0
1,1.0,1076,129253,1215,-92.0
1,1.0,1077,129323,1187,-92.0
1,1.0,1078,129406,1187,-92.0
1,1.0,1079,129661,1210,-92.0
1,1.0,1080,129772,1220,-92.0
1,1.0,1081,129876,1229,-92.0
1,1.0,1082,130004,1210,-92.0
1,1.0,1083,130109,1220,-92.0
1,1.0,1084,130200,1234,-92.0
1,1.0,1085,130305,1234,-92.0
1,1.0,1086,130433,1215,-92.0
1,1.0,1087,130537,1206,-92.0
1,1.0,1088,130678,1225,-92.0
1,1.0,1089,130824,1201,-92.0
1,1.0,1090,130928,1192,-92.0
1,1.0,1091,131001,1178,-92.0
1,1.0,1092,131071,1257,-92.0
1,1.0,1093,131154,1168,-92.0
1,1.0,1094,131237,1196,-92.0
1,1.0,1095,131320,1196,-92.0
1,1.0,1096,131403,1210,-92.0
1,1.0,1097,131492,1215,-93.0
1,1.0,1098,131562,1164,-92.0
1,1.0,1099,131633,1220,-92.0
1,1.0,1100,131739,1206,-92.0
1,1.0,1101,131880,1243,-92.0
1,1.0,1102,131997,1220,-92.0
1,1.0,1103,132080,1225,-92.0
1,1.0,1104,132128,1225,-92.0
1,1.0,1105,132177,1173,-93.0
1,1.0,1106,132275,1192,-92.0
1,1.0,1107,132381,1206,-92.0
1,1.0,1108,132487,1182,-93.0
1,1.0,1109,132557,1239,-92.0
1,1.0,1110,132627,1178,-92.0
1,1.0,1111,132697,1206,-92.0
1,1.0,1112,132767,1210,-92.0
1,1.0,1113,132909,1253,-92.0
1,1.0,1114,133032,1225,-92.0
1,1.0,1115,133136,1210,-92.0
1,1.0,1116,133206,1229,-92.0
1,1.0,1117,133290,1215,-92.0
1,1.0,1118,133396,1187,-92.0
1,1.0,1119,133485,1187,-92.0
1,1.0,1120,133569,1206,-92.0
1,1.0,1121,133735,1164,-93.0
1,1.0,1122,133783,1220,-92.0
1,1.0,1123,133832,1257,-93.0
1,1.0,1124,133881,1229,-93.0
1,1.0,1125,133930,1206,-92.0
1,1.0,1126,133992,1126,-92.0
1,1.0,1127,134099,1229,-92.0
1,1.0,1128,134182,1192,-93.0
1,1.0,1129,134265,1196,-92.0
1,1.0,1130,134313,1253,-92.0
1,1.0,1131,134362,1210,-92.0
1,1.0,1132,134411,1168,-93.0
1,1.0,1133,134479,1229,-93.0
1,1.0,1134,134528,1201,-92.0
1,1.0,1135,134611,1196,-92.0
1,1.0,1136,134718,1206,-92.0
1,1.0,1137,134788,1243,-92.0
1,1.0,1138,134858,1201,-92.0
1,1.0,1139,135106,1173,-92.0
1,1.0,1140,135247,1182,-92.0
1,1.0,1141,135330,1164,-93.0
1,1.0,1142,135378,1243,-92.0
1,1.0,1143,135427,1164,-92.0
1,1.0,1144,135495,967,-92.0
1,1.0,1145,135543,1192,-93.0
1,1.0,1146,135627,1149,-93.0
1,1.0,1147,135733,1220,-92.0
1,1.0,1148,135839,1220,-92.0
1,1.0,1149,135887,1192,-92.0
1,1.0,1150,135936,1239,-92.0
1,1.0,1151,135996,1201,-92.0
1,1.0,1152,136044,1239,-93.0
1,1.0,1153,136093,1196,-92.0
1,1.0,1154,136142,1201,-92.0
1,1.0,1155,136191,1215,-92.0
1,1.0,1156,136239,1187,-92.0
1,1.0,1157,136288,1210,-92.0
1,1.0,1158,136337,1248,-92.0
1,1.0,1159,136420,1182,-93.0
1,1.0,1160,136546,1210,-92.0
1,1.0,1161,136653,1215,-92.0
1,1.0,1162,136736,1182,-92.0
1,1.0,1163,136819,1215,-92.0
1,1.0,1164,136902,1248,-92.0
1,1.0,1165,136950,1281,-92.0
1,1.0,1166,137002,1187,-92.0
1,1.0,1167,137050,1253,-92.0
1,1.0,1168,137099,1239,-92.0
1,1.0,1169,137148,1271,-92.0
1,1.0,1170,137197,1164,-92.0
1,1.0,1171,137245,1206,-93.0
1,1.0,1172,137294,1206,-92.0
1,1.0,1173,137343,1201,-93.0
1,1.0,1174,137391,1210,-92.0
1,1.0,1175,137440,1210,-92.0
1,1.0,1176,137503,1328,-92.0
1,1.0,1177,137551,1164,-92.0
1,1.0,1178,137600,1229,-92.0
1,1.0,1179,137649,1248,-92.0
1,1.0,1180,137698,1201,-92.0
1,1.0,1181,137746,1206,-92.0
1,1.0,1182,137830,1187,-92.0
1,1.0,1183,137913,1201,-93.0
1,1.0,1184,138093,1220,-93.0
1,1.0,1185,138142,1149,-92.0
1,1.0,1186,138191,1267,-92.0
1,1.0,1187,138239,1239,-92.0
1,1.0,1188,138288,1173,-93.0
1,1.0,1189,138337,1182,-92.0
1,1.0,1190,138386,1187,-92.0
1,1.0,1191,138434,1206,-92.0
1,1.0,1192,138507,1178,-92.0
1,1.0,1193,138555,1225,-92.0
1,1.0,1194,138604,1234,-92.0
1,1.0,1195,138702,1173,-92.0
1,1.0,1196,138750,1215,-93.0
1,1.0,1197,138799,1182,-92.0
1,1.0,1198,138848,1253,-92.0
1,1.0,1199,138896,1248,-92.0
1,1.0,1200,138945,1206,-92.0
1,1.0,1201,139008,1187,-92.0
1,1.0,1202,139091,1234,-92.0
1,1.0,1203,139174,1206,-92.0
1,1.0,1204,139257,1164,-93.0
1,1.0,1205,139305,1210,-92.0
1,1.0,1206,139354,1187,-92.0
1,1.0,1207,139403,1248,-92.0
1,1.0,1208,139452,1182,-92.0
1,1.0,1209,139509,1210,-92.0
1,1.0,1210,139557,1220,-92.0
1,1.0,1211,139606,1210,-93.0
1,1.0,1212,139655,1229,-92.0
1,1.0,1213,139704,1239,-92.0
1,1.0,1214,139752,1182,-93.0
1,1.0,1215,139801,1225,-92.0
1,1.0,1216,139850,1201,-93.0
1,1.0,1217,139898,1243,-92.0
1,1.0,1218,139947,1187,-93.0
1,1.0,1219,140010,1154,-92.0
1,1.0,1220,140058,1239,-92.0
1,1.0,1221,140107,1248,-92.0
1,1.0,1222,140177,1201,-92.0
1,1.0,1223,140261,1262,-92.0
1,1.0,1224,140368,1173,-92.0
1,1.0,1225,140451,1215,-92.0
1,1.0,1226,140511,1164,-94.0
1,1.0,1227,140559,1262,-92.0
1,1.0,1228,140608,1262,-92.0
1,1.0,1229,140657,1229,-92.0
1,1.0,1230,140706,1201,-93.0
1,1.0,1231,140789,1210,-92.0
1,1.0,1232,140872,1182,-92.0
1,1.0,1233,140955,1210,-92.0
1,1.0,1234,141012,1121,-92.0
1,1.0,1235,141060,1220,-92.0
1,1.0,1236,141109,1234,-92.0
1,1.0,1237,141158,1159,-92.0
1,1.0,1238,141207,1229,-93.0
1,1.0,1239,141255,1187,-92.0
1,1.0,1240,141304,1206,-92.0
1,1.0,1241,141353,1215,-92.0
1,1.0,1242,141401,1220,-92.0
1,1.0,1243,141450,1182,-92.0
1,1.0,1244,141547,1206,-92.0
1,1.0,1245,141675,1182,-92.0
1,1.0,1246,141792,1220,-92.0
1,1.0,1247,142001,1239,-92.0
1,1.0,1248,142118,1187,-92.0
1,1.0,1249,142235,1206,-92.0
1,1.0,1250,142318,1225,-92.0
1,1.0,1251,142367,1229,-92.0
1,1.0,1252,142415,1215,-92.0
1,1.0,1253,142464,1229,-92.0
1,1.0,1254,142515,1206,-92.0
1,1.0,1255,142598,1229,-92.0
1,1.0,1256,142739,1206,-92.0
1,1.0,1257,142843,1192,-92.0
1,1.0,1258,142960,1225,-92.0
1,1.0,1259,143074,1164,-92.0
1,1.0,1260,143144,1229,-92.0
1,1.0,1261,143214,1229,-92.0
1,1.0,1262,143403,1215,-92.0
1,1.0,1263,143486,1267,-92.0
1,1.0,1264,143535,1239,-92.0
1,1.0,1265,143583,1220,-92.0
1,1.0,1266,143632,1164,-92.0
1,1.0,1267,143681,1229,-92.0
1,1.0,1268,143764,1234,-92.0
1,1.0,1269,143905,1225,-92.0
1,1.0,1270,144009,1187,-93.0
1,1.0,1271,144079,1192,-92.0
1,1.0,1272,144163,1248,-92.0
1,1.0,1273,144246,1178,-93.0
1,1.0,1274,144329,1206,-92.0
1,1.0,1275,144377,1257,-92.0
1,1.0,1276,144426,1267,-92.0
1,1.0,1277,144475,1229,-92.0
1,1.0,1278,144524,1304,-92.0
1,1.0,1279,144573,1173,-92.0
1,1.0,1280,144656,1220,-92.0
1,1.0,1281,144846,1300,-92.0
1,1.0,1282,144895,1201,-93.0
1,1.0,1283,144943,1234,-92.0
1,1.0,1284,145012,1262,-92.0
1,1.0,1285,145060,1318,-92.0
1,1.0,1286,145109,1210,-92.0
1,1.0,1287,145158,1196,-92.0
1,1.0,1288,145207,1164,-93.0
1,1.0,1289,145255,1243,-92.0
1,1.0,1290,145339,1178,-93.0
1,1.0,1291,145445,1149,-92.0
1,1.0,1292,145581,1267,-92.0
1,1.0,1293,145664,1225,-92.0
1,1.0,1294,145747,1239,-92.0
1,1.0,1295,145795,1267,-92.0
1,1.0,1296,145844,1210,-92.0
1,1.0,1297,145893,1234,-92.0
1,1.0,1298,145942,1229,-92.0
1,1.0,1299,146013,1210,-92.0
1,1.0,1300,146062,1215,-92.0
1,1.0,1301,146111,1206,-92.0
1,1.0,1302,146159,1225,-92.0
1,1.0,1303,146208,1215,-93.0
1,1.0,1304,146257,1210,-92.0
1,1.0,1305,146306,1225,-92.0
1,1.0,1306,146354,1225,-92.0
1,1.0,1307,146403,1220,-93.0
1,1.0,1308,146452,1234,-92.0
1,1.0,1309,146520,1286,-92.0
1,1.0,1310,146569,1257,-92.0
1,1.0,1311,146618,1159,-93.0
1,1.0,1312,146715,1239,-92.0
1,1.0,1313,146764,1239,-92.0
1,1.0,1314,146834,1196,-92.0
1,1.0,1315,146904,1234,-92.0
1,1.0,1316,146999,1168,-92.0
1,1.0,1317,147106,1225,-92.0
1,1.0,1318,147189,1309,-92.0
1,1.0,1319,147259,1253,-92.0
1,1.0,1320,147366,1178,-92.0
1,1.0,1321,147449,1192,-92.0
1,1.0,1322,147557,1201,-93.0
1,1.0,1323,147606,1225,-92.0
1,1.0,1324,147654,1210,-92.0
1,1.0,1325,147703,1220,-92.0
1,1.0,1326,147752,1262,-92.0
1,1.0,1327,147801,1239,-92.0
1,1.0,1328,147884,1210,-92.0
1,1.0,1329,147967,1239,-92.0
1,1.0,1330,148071,873,-92.0
1,1.0,1331,148120,1201,-93.0
1,1.0,1332,148203,1267,-92.0
1,1.0,1333,148286,1234,-92.0
1,1.0,1334,148369,1206,-92.0
1,1.0,1335,148417,1154,-93.0
1,1.0,1336,148466,1201,-92.0
1,1.0,1337,148671,1234,-92.0
1,1.0,1338,148720,1192,-92.0
1,1.0,1339,148803,1196,-92.0
1,1.0,1340,148873,1178,-92.0
1,1.0,1341,148956,1192,-92.0
1,1.0,1342,149047,1234,-92.0
1,1.0,1343,149130,1220,-92.0
1,1.0,1344,149200,1229,-92.0
1,1.0,1345,149283,1192,-92.0
1,1.0,1346,149366,1187,-92.0
1,1.0,1347,149449,1206,-92.0
1,1.0,1348,149497,1243,-92.0
1,1.0,1349,149546,1173,-92.0
1,1.0,1350,149644,1187,-93.0
1,1.0,1351,149693,1182,-92.0
1,1.0,1352,149776,1210,-92.0
1,1.0,1353,149883,1168,-93.0
1,1.0,1354,149966,1243,-92.0
1,1.0,1355,150034,1271,-92.0
1,1.0,1356,150083,1229,-92.0
1,1.0,1357,150132,1253,-92.0
1,1.0,1358,150180,1220,-92.0
1,1.0,1359,150278,1168,-92.0
1,1.0,1360,150327,1187,-92.0
1,1.0,1361,150375,1225,-92.0
1,1.0,1362,150424,1234,-92.0
1,1.0,1363,150576,1253,-92.0
1,1.0,1364,150659,1234,-92.0
1,1.0,1365,150742,1196,-92.0
1,1.0,1366,150790,1196,-92.0
1,1.0,1367,150839,1182,-93.0
1,1.0,1368,150888,1187,-92.0
1,1.0,1369,150937,1206,-92.0
1,1.0,1370,151044,1262,-92.0
1,1.0,1371,151246,1206,-92.0
1,1.0,1372,151295,1182,-93.0
1,1.0,1373,151343,1149,-93.0
1,1.0,1374,151392,1196,-92.0
1,1.0,1375,151490,1178,-92.0
1,1.0,1376,151557,995,-92.0
1,1.0,1377,151606,1225,-93.0
1,1.0,1378,151654,1234,-92.0
1,1.0,1379,151703,1201,-92.0
1,1.0,1380,151752,1164,-92.0
1,1.0,1381,151801,1215,-92.0
1,1.0,1382,151849,1196,-92.0
1,1.0,1383,151981,1257,-92.0
1,1.0,1384,152083,1215,-92.0
1,1.0,1385,152174,1234,-92.0
1,1.0,1386,152244,1201,-92.0
1,1.0,1387,152314,1210,-92.0
1,1.0,1388,152384,1159,-92.0
1,1.0,1389,152455,1253,-93.0
1,1.0,1390,152538,1206,-92.0
1,1.0,1391,152621,1178,-92.0
1,1.0,1392,152691,1206,-92.0
1,1.0,1393,152761,1210,-92.0
1,1.0,1394,152868,1192,-92.0
1,1.0,1395,152951,1210,-92.0
1,1.0,1396,153057,1201,-92.0
1,1.0,1397,153106,1253,-93.0
1,1.0,1398,153154,1234,-92.0
1,1.0,1399,153203,1182,-92.0
1,1.0,1400,153252,1178,-92.0
1,1.0,1401,153301,1126,-93.0
1,1.0,1402,153384,1234,-92.0
1,1.0,1403,153454,1196,-93.0
1,1.0,1404,153537,1201,-92.0
1,1.0,1405,153620,1196,-92.0
1,1.0,1406,153703,1225,-92.0
1,1.0,1407,153751,1206,-92.0
1,1.0,1408,153800,1178,-93.0
1,1.0,1409,153849,1210,-92.0
1,1.0,1410,153932,1206,-93.0
1,1.0,1411,154039,1178,-92.0
1,1.0,1412,154180,1210,-92.0
1,1.0,1413,154263,1248,-92.0
1,1.0,1414,154346,1182,-92.0
1,1.0,1415,154395,1164,-92.0
1,1.0,1416,154443,1234,-92.0
1,1.0,1417,154492,1225,-92.0
1,1.0,1418,154603,1253,-92.0
1,1.0,1419,154651,1243,-92.0
1,1.0,1420,154749,1196,-93.0
1,1.0,1421,154798,1201,-92.0
1,1.0,1422,154846,1215,-92.0
1,1.0,1423,154930,1248,-92.0
1,1.0,1424,155013,1182,-92.0
1,1.0,1425,155102,1182,-92.0
1,1.0,1426,155150,1248,-92.0
1,1.0,1427,155199,1173,-93.0
1,1.0,1428,155248,1187,-93.0
1,1.0,1429,155297,1210,-92.0
1,1.0,1430,155346,1281,-92.0
1,1.0,1431,155394,1164,-93.0
1,1.0,1432,155443,1257,-92.0
1,1.0,1433,155492,1154,-93.0
1,1.0,1434,155560,1286,-92.0
1,1.0,1435,155609,1220,-92.0
1,1.0,1436,155658,1215,-92.0
1,1.0,1437,155706,1215,-92.0
1,1.0,1438,155755,1196,-92.0
1,1.0,1439,155804,1210,-92.0
1,1.0,1440,155853,1187,-92.0
1,1.0,1441,155901,1215,-92.0
1,1.0,1442,155950,1178,-92.0
1,1.0,1443,155999,1220,-93.0
1,1.0,1444,156067,1239,-92.0
1,1.0,1445,156116,1243,-92.0
