session,true_distance_m,sample_n,t_ms,d_mm,q_dbm
1,1.0,222,109436,1239,-92.0
1,1.0,223,109519,1225,-92.0
1,1.0,224,109602,1192,-91.0
1,1.0,225,109685,1234,-92.0
1,1.0,226,109782,1220,-91.0
1,1.0,227,109840,1192,-92.0
1,1.0,228,109888,1234,-91.0
1,1.0,229,109937,1196,-92.0
1,1.0,230,110035,1182,-92.0
1,1.0,231,110083,1229,-91.0
1,1.0,232,110132,1187,-91.0
1,1.0,233,110181,1206,-91.0
1,1.0,234,110230,1206,-91.0
1,1.0,235,110278,1225,-92.0
1,1.0,236,110341,1168,-92.0
1,1.0,237,110390,1206,-92.0
1,1.0,238,110438,1220,-91.0
1,1.0,239,110487,1234,-92.0
1,1.0,240,110536,1178,-92.0
1,1.0,241,110668,1229,-91.0
1,1.0,242,110751,1201,-92.0
1,1.0,243,110834,1192,-92.0
1,1.0,244,110883,1164,-91.0
1,1.0,245,110931,1196,-91.0
1,1.0,246,110980,1253,-92.0
1,1.0,247,111029,1192,-91.0
1,1.0,248,111077,1220,-92.0
1,1.0,249,111126,1173,-92.0
1,1.0,250,111175,1248,-91.0
1,1.0,251,111224,1206,-92.0
1,1.0,252,111272,1192,-91.0
1,1.0,253,111345,873,-91.0
1,1.0,254,111393,1234,-91.0
1,1.0,255,111442,1178,-92.0
1,1.0,256,111491,1210,-92.0
1,1.0,257,111540,1206,-91.0
1,1.0,258,111588,1201,-92.0
1,1.0,259,111637,1220,-92.0
1,1.0,260,111686,1196,-91.0
1,1.0,261,111735,1201,-91.0
1,1.0,262,111783,1168,-92.0
1,1.0,263,111880,1168,-91.0
1,1.0,264,111963,1196,-92.0
1,1.0,265,112046,1234,-91.0
1,1.0,266,112094,1192,-92.0
1,1.0,267,112143,1215,-91.0
1,1.0,268,112192,1201,-91.0
1,1.0,269,112241,1206,-91.0
1,1.0,270,112289,1196,-92.0
1,1.0,271,112347,1229,-92.0
1,1.0,272,112395,1210,-92.0
1,1.0,273,112444,1257,-92.0
1,1.0,274,112493,1225,-91.0
1,1.0,275,112542,1164,-92.0
1,1.0,276,112590,1253,-92.0
1,1.0,277,112688,1164,-92.0
1,1.0,278,112737,1229,-91.0
1,1.0,279,112785,1210,-92.0
1,1.0,280,112897,1248,-92.0
1,1.0,281,112945,1220,-91.0
1,1.0,282,113029,1229,-92.0
1,1.0,283,113112,1229,-91.0
1,1.0,284,113195,1225,-92.0
1,1.0,285,113243,1131,-92.0
1,1.0,286,113292,1196,-92.0
1,1.0,287,113349,1173,-91.0
1,1.0,288,113398,1168,-92.0
1,1.0,289,113495,1173,-91.0
1,1.0,290,113544,1225,-92.0
1,1.0,291,113592,1243,-92.0
1,1.0,292,113641,1225,-92.0
1,1.0,293,113690,1220,-91.0
1,1.0,294,113739,1243,-92.0
1,1.0,295,113787,1229,-91.0
1,1.0,296,113850,1121,-92.0
1,1.0,297,113899,1192,-91.0
1,1.0,298,113947,1206,-91.0
1,1.0,299,113996,1201,-92.0
1,1.0,300,114045,1229,-92.0
1,1.0,301,114094,1201,-92.0
1,1.0,302,114142,1239,-91.0
1,1.0,303,114225,1192,-92.0
1,1.0,304,114308,1187,-91.0
1,1.0,305,114391,1243,-92.0
1,1.0,306,114439,1225,-92.0
1,1.0,307,114488,1206,-91.0
1,1.0,308,114537,1225,-92.0
1,1.0,309,114586,1178,-91.0
1,1.0,310,114634,1159,-92.0
1,1.0,311,114732,1201,-92.0
1,1.0,312,114781,1201,-91.0
1,1.0,313,114852,1164,-92.0
1,1.0,314,114900,1220,-91.0
1,1.0,315,114949,1206,-91.0
1,1.0,316,114998,1154,-92.0
1,1.0,317,115047,1225,-92.0
1,1.0,318,115095,1210,-91.0
1,1.0,319,115144,1225,-92.0
1,1.0,320,115193,1220,-91.0
1,1.0,321,115241,1229,-92.0
1,1.0,322,115290,1234,-92.0
1,1.0,323,115387,1149,-92.0
1,1.0,324,115470,1234,-91.0
1,1.0,325,115553,1229,-92.0
1,1.0,326,115601,1187,-92.0
1,1.0,327,115650,1239,-91.0
1,1.0,328,115699,1234,-92.0
1,1.0,329,115748,1239,-91.0
1,1.0,330,115796,1145,-92.0
1,1.0,331,115854,1159,-92.0
1,1.0,332,115902,1196,-91.0
1,1.0,333,115951,1281,-91.0
1,1.0,334,116000,1225,-91.0
1,1.0,335,116049,1210,-91.0
1,1.0,336,116098,1187,-91.0
1,1.0,337,116195,1187,-92.0
1,1.0,338,116292,1182,-91.0
1,1.0,339,116355,1182,-92.0
1,1.0,340,116403,1248,-92.0
1,1.0,341,116452,1239,-92.0
1,1.0,342,116501,1234,-92.0
1,1.0,343,116584,1196,-91.0
1,1.0,344,116667,1225,-92.0
1,1.0,345,116750,1220,-91.0
1,1.0,346,116798,1239,-92.0
1,1.0,347,116856,1178,-91.0
1,1.0,348,116904,1239,-92.0
1,1.0,349,116953,1192,-92.0
1,1.0,350,117002,1192,-92.0
1,1.0,351,117051,1257,-91.0
1,1.0,352,117099,1220,-91.0
1,1.0,353,117148,1206,-92.0
1,1.0,354,117197,1229,-92.0
1,1.0,355,117246,1225,-92.0
1,1.0,356,117294,1220,-92.0
1,1.0,357,117357,1215,-91.0
1,1.0,358,117405,1192,-91.0
1,1.0,359,117454,1182,-91.0
1,1.0,360,117503,1239,-92.0
1,1.0,361,117552,1215,-91.0
1,1.0,362,117600,1196,-92.0
1,1.0,363,117649,1192,-92.0
1,1.0,364,117732,1225,-91.0
1,1.0,365,117815,1220,-91.0
1,1.0,366,117898,1220,-92.0
1,1.0,367,117946,1243,-91.0
1,1.0,368,118093,1229,-91.0
1,1.0,369,118141,1215,-92.0
1,1.0,370,118190,1225,-91.0
1,1.0,371,118239,1196,-91.0
1,1.0,372,118287,1295,-91.0
1,1.0,373,118359,1149,-92.0
1,1.0,374,118408,1196,-92.0
1,1.0,375,118505,1206,-91.0
1,1.0,376,118554,1192,-91.0
1,1.0,377,118602,1239,-92.0
1,1.0,378,118651,1206,-92.0
1,1.0,379,118700,1225,-92.0
1,1.0,380,118749,1220,-91.0
1,1.0,381,118797,1220,-92.0
1,1.0,382,118860,1182,-92.0
1,1.0,383,118943,1196,-91.0
1,1.0,384,119026,1210,-91.0
1,1.0,385,119109,1187,-91.0
1,1.0,386,119157,1187,-92.0
1,1.0,387,119206,1257,-92.0
1,1.0,388,119255,1234,-92.0
1,1.0,389,119304,1234,-92.0
1,1.0,390,119445,1201,-91.0
1,1.0,391,119494,1225,-92.0
1,1.0,392,119543,1196,-91.0
1,1.0,393,119592,1154,-92.0
1,1.0,394,119640,1210,-92.0
1,1.0,395,119689,1192,-92.0
1,1.0,396,119738,1206,-92.0
1,1.0,397,119896,1243,-92.0
1,1.0,398,119945,1210,-92.0
1,1.0,399,119994,1159,-92.0
1,1.0,400,120043,1206,-92.0
1,1.0,401,120126,1168,-92.0
1,1.0,402,120209,1220,-92.0
1,1.0,403,120292,1182,-92.0
1,1.0,404,120363,1168,-92.0
1,1.0,405,120412,1229,-92.0
1,1.0,406,120460,1239,-92.0
1,1.0,407,120509,1196,-92.0
1,1.0,408,120606,1215,-92.0
1,1.0,409,120655,1196,-91.0
1,1.0,410,120704,1220,-92.0
1,1.0,411,120753,1201,-91.0
1,1.0,412,120801,1248,-91.0
1,1.0,413,120864,1173,-92.0
1,1.0,414,120913,1168,-91.0
1,1.0,415,120961,1210,-91.0
1,1.0,416,121010,1145,-92.0
1,1.0,417,121059,1229,-92.0
1,1.0,418,121108,1178,-92.0
1,1.0,419,121156,1206,-92.0
1,1.0,420,121205,1196,-92.0
1,1.0,421,121254,1229,-92.0
1,1.0,422,121337,1192,-92.0
1,1.0,423,121420,1182,-91.0
1,1.0,424,121503,1187,-92.0
1,1.0,425,121551,1196,-92.0
1,1.0,426,121600,1168,-92.0
1,1.0,427,121649,1239,-92.0
1,1.0,428,121698,1206,-92.0
1,1.0,429,121746,1210,-91.0
1,1.0,430,121866,1295,-92.0
1,1.0,431,121914,1220,-91.0
1,1.0,432,121963,1215,-91.0
1,1.0,433,122012,1248,-92.0
1,1.0,434,122061,1210,-91.0
1,1.0,435,122109,1234,-92.0
1,1.0,436,122158,1229,-91.0
1,1.0,437,122207,1178,-92.0
1,1.0,438,122255,1173,-91.0
1,1.0,439,122304,1196,-92.0
1,1.0,440,122367,1182,-91.0
1,1.0,441,122416,1192,-92.0
1,1.0,442,122582,1243,-91.0
1,1.0,443,122665,1225,-91.0
1,1.0,444,122713,1234,-92.0
1,1.0,445,122762,1206,-91.0
1,1.0,446,122811,1201,-92.0
1,1.0,447,122868,1178,-91.0
1,1.0,448,122917,1173,-91.0
1,1.0,449,122965,1206,-91.0
1,1.0,450,123014,1178,-92.0
1,1.0,451,123063,1187,-92.0
1,1.0,452,123112,1173,-92.0
1,1.0,453,123160,1206,-91.0
1,1.0,454,123209,1168,-91.0
1,1.0,455,123258,1229,-92.0
1,1.0,456,123306,1201,-91.0
1,1.0,457,123369,1173,-91.0
1,1.0,458,123417,1178,-91.0
1,1.0,459,123466,1210,-92.0
1,1.0,460,123515,1187,-92.0
1,1.0,461,123564,1192,-92.0
1,1.0,462,123612,1196,-92.0
1,1.0,463,123696,1215,-92.0
1,1.0,464,123779,1196,-91.0
1,1.0,465,123862,1239,-92.0
1,1.0,466,123910,1201,-91.0
1,1.0,467,123959,1173,-92.0
1,1.0,468,124008,1201,-91.0
1,1.0,469,124057,1196,-91.0
1,1.0,470,124105,1225,-91.0
1,1.0,471,124154,1210,-92.0
1,1.0,472,124203,1243,-92.0
1,1.0,473,124251,1178,-92.0
1,1.0,474,124300,1229,-91.0
1,1.0,475,124373,924,-91.0
1,1.0,476,124470,1192,-92.0
1,1.0,477,124519,1210,-92.0
1,1.0,478,124568,1192,-91.0
1,1.0,479,124617,1210,-91.0
1,1.0,480,124666,1215,-92.0
1,1.0,481,124715,1192,-92.0
1,1.0,482,124763,1187,-92.0
1,1.0,483,124846,1192,-92.0
1,1.0,484,124929,1210,-91.0
1,1.0,485,125012,1192,-92.0
1,1.0,486,125060,1271,-91.0
1,1.0,487,125109,1239,-92.0
1,1.0,488,125158,1182,-92.0
1,1.0,489,125207,1262,-92.0
1,1.0,490,125255,1210,-91.0
1,1.0,491,125304,1173,-92.0
1,1.0,492,125375,906,-91.0
1,1.0,493,125423,1187,-92.0
1,1.0,494,125472,1192,-92.0
1,1.0,495,125521,1215,-92.0
1,1.0,496,125618,1220,-92.0
1,1.0,497,125667,1196,-92.0
1,1.0,498,125716,1210,-91.0
1,1.0,499,125765,1182,-92.0
1,1.0,500,125813,1206,-92.0
1,1.0,501,125876,1126,-92.0
1,1.0,502,125925,1225,-92.0
1,1.0,503,125973,1206,-91.0
1,1.0,504,126057,1178,-91.0
1,1.0,505,126140,1182,-91.0
1,1.0,506,126223,1229,-91.0
1,1.0,507,126271,1159,-91.0
1,1.0,508,126320,1220,-91.0
1,1.0,509,126377,1178,-91.0
1,1.0,510,126426,1178,-92.0
1,1.0,511,126474,1201,-91.0
1,1.0,512,126523,1192,-91.0
1,1.0,513,126572,1196,-92.0
1,1.0,514,126620,1239,-91.0
1,1.0,515,126669,1220,-91.0
1,1.0,516,126718,1201,-92.0
1,1.0,517,126767,1187,-91.0
1,1.0,518,126815,1210,-92.0
1,1.0,519,126878,1135,-92.0
1,1.0,520,126926,1187,-91.0
1,1.0,521,127024,1215,-92.0
1,1.0,522,127073,1178,-91.0
1,1.0,523,127121,1257,-91.0
1,1.0,524,127204,1168,-92.0
1,1.0,525,127287,1196,-91.0
1,1.0,526,127370,1206,-92.0
1,1.0,527,127418,1201,-92.0
1,1.0,528,127467,1187,-91.0
1,1.0,529,127516,1239,-92.0
1,1.0,530,127565,1201,-92.0
1,1.0,531,127613,1220,-92.0
1,1.0,532,127662,1182,-91.0
1,1.0,533,127711,1220,-92.0
1,1.0,534,127759,1234,-92.0
1,1.0,535,127808,1201,-92.0
1,1.0,536,127881,1173,-91.0
1,1.0,537,127930,1168,-92.0
1,1.0,538,128027,1210,-91.0
1,1.0,539,128076,1196,-92.0
1,1.0,540,128125,1220,-92.0
1,1.0,541,128173,1201,-91.0
1,1.0,542,128222,1210,-91.0
1,1.0,543,128271,1257,-91.0
1,1.0,544,128319,1229,-92.0
1,1.0,545,128416,1154,-91.0
1,1.0,546,128499,1220,-92.0
1,1.0,547,128582,1210,-92.0
1,1.0,548,128630,1201,-91.0
1,1.0,549,128679,1201,-91.0
1,1.0,550,128728,1206,-91.0
1,1.0,551,128777,1215,-91.0
1,1.0,552,128825,1229,-92.0
1,1.0,553,128883,1168,-91.0
1,1.0,554,128931,1257,-91.0
1,1.0,555,128980,1201,-91.0
1,1.0,556,129078,1210,-92.0
1,1.0,557,129175,1206,-91.0
1,1.0,558,129224,1215,-92.0
1,1.0,559,129321,1178,-92.0
1,1.0,560,129384,1229,-92.0
1,1.0,561,129433,1220,-91.0
1,1.0,562,129481,1210,-92.0
1,1.0,563,129565,1206,-92.0
1,1.0,564,129648,1215,-92.0
1,1.0,565,129731,1210,-91.0
1,1.0,566,129779,1196,-92.0
1,1.0,567,129828,1173,-92.0
1,1.0,568,129885,1196,-92.0
1,1.0,569,129934,1201,-91.0
1,1.0,570,129982,1234,-92.0
1,1.0,571,130031,1225,-92.0
1,1.0,572,130080,1187,-91.0
1,1.0,573,130128,1225,-91.0
1,1.0,574,130177,1192,-92.0
1,1.0,575,130226,1201,-91.0
1,1.0,576,130275,1220,-91.0
1,1.0,577,130323,1243,-91.0
1,1.0,578,130386,1164,-91.0
1,1.0,579,130435,1225,-92.0
1,1.0,580,130483,1201,-92.0
1,1.0,581,130593,1220,-92.0
1,1.0,582,130642,1201,-92.0
1,1.0,583,130691,1192,-92.0
1,1.0,584,130857,1196,-92.0
1,1.0,585,130940,1182,-91.0
1,1.0,586,130988,1220,-92.0
1,1.0,587,131037,1187,-91.0
1,1.0,588,131086,1229,-91.0
1,1.0,589,131135,1178,-92.0
1,1.0,590,131183,1206,-92.0
1,1.0,591,131232,1196,-91.0
1,1.0,592,131281,1192,-91.0
1,1.0,593,131329,1215,-92.0
1,1.0,594,131388,1168,-91.0
1,1.0,595,131436,1276,-92.0
1,1.0,596,131485,1262,-92.0
1,1.0,597,131534,1192,-91.0
1,1.0,598,131583,1215,-91.0
1,1.0,599,131631,1234,-92.0
1,1.0,600,131680,1215,-92.0
1,1.0,601,131729,1187,-92.0
1,1.0,602,131777,1210,-92.0
1,1.0,603,131826,1248,-92.0
1,1.0,604,132006,1206,-92.0
1,1.0,605,132089,1210,-91.0
1,1.0,606,132137,1201,-92.0
1,1.0,607,132186,1187,-92.0
1,1.0,608,132235,1192,-92.0
1,1.0,609,132284,1201,-91.0
1,1.0,610,132332,1215,-91.0
1,1.0,611,132390,1173,-92.0
1,1.0,612,132438,1229,-91.0
1,1.0,613,132487,1196,-92.0
1,1.0,614,132536,1187,-91.0
1,1.0,615,132585,1196,-92.0
1,1.0,616,132682,1225,-91.0
1,1.0,617,132731,1196,-91.0
1,1.0,618,132828,1239,-91.0
1,1.0,619,132891,1206,-91.0
1,1.0,620,132939,1220,-91.0
1,1.0,621,132988,1173,-92.0
1,1.0,622,133037,1196,-91.0
1,1.0,623,133120,1173,-92.0
1,1.0,624,133203,1206,-92.0
1,1.0,625,133286,1210,-92.0
1,1.0,626,133334,1187,-91.0
1,1.0,627,133392,1126,-91.0
1,1.0,628,133440,1196,-92.0
1,1.0,629,133489,1243,-92.0
1,1.0,630,133538,1220,-92.0
1,1.0,631,133587,1220,-91.0
1,1.0,632,133635,1220,-91.0
1,1.0,633,133684,1187,-92.0
1,1.0,634,133733,1187,-91.0
1,1.0,635,133782,1210,-91.0
1,1.0,636,133830,1225,-91.0
1,1.0,637,133893,1173,-92.0
1,1.0,638,133941,1229,-92.0
1,1.0,639,133990,1215,-91.0
1,1.0,640,134039,1182,-91.0
1,1.0,641,134088,1182,-92.0
1,1.0,642,134136,1220,-92.0
1,1.0,643,134185,1225,-92.0
1,1.0,644,134268,1201,-92.0
1,1.0,645,134351,1262,-91.0
1,1.0,646,134434,1215,-92.0
1,1.0,647,134482,1257,-91.0
1,1.0,648,134531,1220,-91.0
1,1.0,649,134580,1225,-91.0
1,1.0,650,134677,1229,-92.0
1,1.0,651,134726,1168,-92.0
1,1.0,652,134775,1210,-92.0
1,1.0,653,134823,1220,-92.0
1,1.0,654,134895,1154,-91.0
1,1.0,655,134943,1192,-92.0
1,1.0,656,134992,1192,-92.0
1,1.0,657,135041,1229,-91.0
1,1.0,658,135090,1201,-92.0
1,1.0,659,135138,1210,-91.0
1,1.0,660,135187,1201,-91.0
1,1.0,661,135236,1182,-92.0
1,1.0,662,135284,1210,-91.0
1,1.0,663,135333,1173,-92.0
1,1.0,664,135396,1196,-95.0
1,1.0,665,135479,1257,-92.0
1,1.0,666,135562,1210,-92.0
1,1.0,667,135645,1201,-91.0
1,1.0,668,135693,1234,-91.0
1,1.0,669,135742,1220,-92.0
1,1.0,670,135791,1149,-92.0
1,1.0,671,135840,1145,-91.0
1,1.0,672,135897,1182,-91.0
1,1.0,673,135945,1229,-91.0
1,1.0,674,136043,1243,-91.0
1,1.0,675,136092,1201,-92.0
1,1.0,676,136140,1234,-92.0
1,1.0,677,136189,1206,-92.0
1,1.0,678,136238,1210,-91.0
1,1.0,679,136287,1210,-92.0
1,1.0,680,136335,1206,-92.0
1,1.0,681,136398,1178,-92.0
1,1.0,682,136447,1173,-91.0
1,1.0,683,136495,1178,-91.0
1,1.0,684,136544,1243,-92.0
1,1.0,685,136627,1215,-92.0
1,1.0,686,136793,1239,-92.0
1,1.0,687,136899,1187,-91.0
1,1.0,688,136947,1215,-92.0
1,1.0,689,136996,1257,-92.0
1,1.0,690,137045,1276,-92.0
1,1.0,691,137094,1192,-92.0
1,1.0,692,137142,1192,-92.0
1,1.0,693,137191,1206,-91.0
1,1.0,694,137240,1187,-92.0
1,1.0,695,137289,1206,-91.0
1,1.0,696,137337,1201,-92.0
1,1.0,697,137400,1196,-92.0
1,1.0,698,137449,1210,-91.0
1,1.0,699,137497,1131,-92.0
1,1.0,700,137546,1182,-92.0
1,1.0,701,137595,1206,-92.0
1,1.0,702,137643,1220,-91.0
1,1.0,703,137692,1215,-92.0
1,1.0,704,137741,1192,-92.0
1,1.0,705,137824,1206,-92.0
1,1.0,706,137926,1220,-92.0
1,1.0,707,138009,1239,-92.0
1,1.0,708,138057,1229,-92.0
1,1.0,709,138155,1173,-92.0
1,1.0,710,138204,1220,-91.0
1,1.0,711,138252,1210,-91.0
1,1.0,712,138301,1206,-91.0
1,1.0,713,138350,1192,-92.0
1,1.0,714,138406,1159,-91.0
1,1.0,715,138455,1182,-92.0
1,1.0,716,138503,1225,-92.0
1,1.0,717,138552,1173,-92.0
1,1.0,718,138601,1201,-92.0
1,1.0,719,138698,1178,-92.0
1,1.0,720,138747,1206,-91.0
1,1.0,721,138796,1220,-92.0
1,1.0,722,138844,1178,-92.0
1,1.0,723,138907,1182,-92.0
1,1.0,724,138990,1215,-92.0
1,1.0,725,139073,1154,-92.0
1,1.0,726,139156,1225,-91.0
1,1.0,727,139204,1201,-92.0
1,1.0,728,139253,1206,-92.0
1,1.0,729,139302,1215,-91.0
1,1.0,730,139351,1257,-92.0
1,1.0,731,139408,1187,-92.0
1,1.0,732,139456,1215,-91.0
1,1.0,733,139505,1215,-92.0
